len,ID,Date,Source,Likes,RTs,SA,Text,location
144,jenkspl64,2017-12-08,Twitter for iPhone,0,0,-1,b'Given Boeings recent track record of bets and ill-fated strategies to dominance(Cseries to Airbus). I\xe2\x80\x99d be  avoidin\xe2\x80\xa6 https://t.co/Kk1px0bIv5',The Dry Continent
142,PierreBus380,2017-12-08,Twitter for iPhone,1,0,-1,b'Delta afraid that AirCanada will start to siphon transatlantic and transpacific pax (through Canada) if they get th\xe2\x80\xa6 https://t.co/FZ7dP675lU',
142,ConcordeNick,2017-12-08,Twitter Web Client,0,3,1,b'RT @theFliegerFaust: #CSeries Update - #Korean Air Pilots Preparing for their First #CSeries Ferry Flight. @airlinegossip #airline #Korea #\xe2\x80\xa6',Canada
140,BoycottBoeing,2017-12-08,Twitter for iPhone,0,0,0,"b'@tomkorocz @Clint009 @TodayInTheSky @USATODAY Yeah, @westjet will be flying all @Boeing and @Delta will be flying\xe2\x80\xa6 https://t.co/qcGxdJfFJy'",
124,egloriaa,2017-12-08,Twitter for Android,0,1,0,"b""RT @EmbraerNews: Aeromexico eyes #Delta's CSeries jet order amid US trade spat: sources - @Reuters : https://t.co/kFT19N4iV2""",
137,EmbraerNews,2017-12-07,Embraer News,0,0,0,"b""UPDATE 1-Aeromexico eyes #Delta's CSeries jet order amid US trade spat -sources (AEROMEX*, BBD., DAL, BA ... -\xe2\x80\xa6 https://t.co/dxAedcdbM5""",Brazil
142,AirplaneGuy2013,2017-12-07,Twitter for Android,0,3,1,b'RT @sylvainfaust: Pictures- #CSeries Update - #KoreanAir Pilots Preparing for their First CSeries Ferry.    #bombardier @FG_STrim @jonostro\xe2\x80\xa6',Flight Operations Center
142,AirplaneGuy2013,2017-12-07,Twitter for Android,0,3,1,b'RT @theFliegerFaust: #CSeries Update - #Korean Air Pilots Preparing for their First #CSeries Ferry Flight. @airlinegossip #airline #Korea #\xe2\x80\xa6',Flight Operations Center
142,PierreBus380,2017-12-07,Twitter Web Client,0,3,1,b'RT @theFliegerFaust: #CSeries Update - #Korean Air Pilots Preparing for their First #CSeries Ferry Flight. @airlinegossip #airline #Korea #\xe2\x80\xa6',
141,PierreBus380,2017-12-07,Twitter Web Client,0,0,1,"b'Watch out @elonmusk, Boeing will play by their own made up set of rules, they will call up their friends in DC and\xe2\x80\xa6 https://t.co/aVkxvjWQrg'",
142,Kenparkinson4,2017-12-07,Twitter for Android,0,2,1,"b'RT @sylvainfaust: Question is... Who is the ""new"" client from Europe who ordered those 61 #CSeries ....  ticktock  #Bombardier $BBD.B.CA $B\xe2\x80\xa6'","Belfast, Northern Ireland"
136,theFliegerFaust,2017-12-07,Twitter Web Client,8,3,1,b'#CSeries Update - #Korean Air Pilots Preparing for their First #CSeries Ferry Flight. @airlinegossip #airline\xe2\x80\xa6 https://t.co/WtzJiVAhCO',
142,theFliegerFaust,2017-12-07,Twitter Web Client,0,2,1,"b'RT @sylvainfaust: Question is... Who is the ""new"" client from Europe who ordered those 61 #CSeries ....  ticktock  #Bombardier $BBD.B.CA $B\xe2\x80\xa6'",
140,AvEcuadorRT,2017-12-07,IFTTT,0,0,1,"b'RT @sylvainfaust: Question is... Who is the ""new"" client from Europe who ordered those 61 #CSeries ....  ticktock\xe2\x80\xa6 https://t.co/kVcHM1Hcby'",Ecuador
142,sylvainfaust,2017-12-07,Twitter Web Client,10,2,1,"b'Question is... Who is the ""new"" client from Europe who ordered those 61 #CSeries ....  ticktock  #Bombardier $BBD.B\xe2\x80\xa6 https://t.co/0jYswFFCt5'",
142,sylvainfaust,2017-12-07,Twitter Web Client,0,1,0,b'RT @sylvainfaust: @NavdeepSBains @JustinTrudeau @CanadaChina Does it have anything to do with someone in #Ottawa ;-) calling #bombardier te\xe2\x80\xa6',
133,sylvainfaust,2017-12-07,Twitter Web Client,3,1,0,b'@NavdeepSBains @JustinTrudeau @CanadaChina Does it have anything to do with someone in #Ottawa ;-) calling\xe2\x80\xa6 https://t.co/Dm9K3GzlRJ',
137,sylvainfaust,2017-12-07,Twitter Web Client,0,0,0,b'@NavdeepSBains @JustinTrudeau @CanadaChina Why is #China not purchasing any #CSeries after #Bombardier helped #COMAC #C919... ?  \xf0\x9f\xa4\x94\xf0\x9f\xa7\x90',
124,kdcrwfrd,2017-12-07,Instagram,2,0,0,b'At work life\xf0\x9f\x98\xb6 #flyswiss #november #socialmedia #followme #aircraft #bombardier #cs300 #cseries\xe2\x80\xa6 https://t.co/rSK878mo4D',
142,theFliegerFaust,2017-12-07,Twitter for iPad,0,3,1,b'RT @sylvainfaust: Pictures- #CSeries Update - #KoreanAir Pilots Preparing for their First CSeries Ferry.    #bombardier @FG_STrim @jonostro\xe2\x80\xa6',
131,AvEcuadorRT,2017-12-07,IFTTT,2,0,1,b'RT @sylvainfaust: Pictures- #CSeries Update - #KoreanAir Pilots Preparing for their First CSeries Ferry.\xe2\x80\xa6 https://t.co/9byRMbtwwB',Ecuador
138,sylvainfaust,2017-12-07,Twitter for iPad,8,3,1,b'Pictures- #CSeries Update - #KoreanAir Pilots Preparing for their First CSeries Ferry.    #bombardier @FG_STrim\xe2\x80\xa6 https://t.co/mcCg0CMNkD',
130,j_perro1,2017-12-07,Twitter for iPhone,0,1,1,b'RT @Mairead_Lavery: Great sound bite from my friend @SylvainLevesq14 @Bombardier awesome aircraft #CSeries https://t.co/guPBoPcAcG',"Ottawa, Ontario"
142,Roger_ramjet1,2017-12-07,Twitter for iPhone,0,1,0,"b'RT @sylvainfaust: #Trudeau in #China: China said No Thank you to #Bombardier Aircraft, go Help #COMAC again... for what? Nothing! Stop Buil\xe2\x80\xa6'",belfast  montreal & toronto
142,sylvainfaust,2017-12-07,Twitter Web Client,2,1,0,"b'#Trudeau in #China: China said No Thank you to #Bombardier Aircraft, go Help #COMAC again... for what? Nothing! Sto\xe2\x80\xa6 https://t.co/4INFhPDZ6z'",
107,EmbraerNews,2017-12-07,Embraer News,0,1,0,"b""Aeromexico eyes #Delta's CSeries jet order amid US trade spat: sources - @Reuters : https://t.co/kFT19N4iV2""",Brazil
145,Clint009,2017-12-07,Twitter Web Client,0,5,1,"b""RT @Delta_Pops: Here's @airBaltic's CS300 YL-CSA\nA really nice looking aircraft, don't you think?  \xf0\x9f\x98\x80\n#CSeries #BBD_Aircraft #avgeek https:/\xe2\x80\xa6""",Canada
86,calxandr,2017-12-07,Twitter for iPhone,0,6,0,b'RT @Bombardier: At the world\xe2\x80\x99s edge. #WingWednesday #CSeries https://t.co/pX1Az8PLfc',"Ajax, Canada"
142,sylvainfaust,2017-12-07,Twitter for iPad,0,1,0,b'RT @theFliegerFaust: Here is a look at the #CSeries... #DutyFree! \n#USA #NAFTA #BOEING #USA #Wichita #Airbus #Bombardier #avgeek #UK #Irela\xe2\x80\xa6',
138,theFliegerFaust,2017-12-07,Twitter for iPad,4,1,0,b'Here is a look at the #CSeries... #DutyFree! \n#USA #NAFTA #BOEING #USA #Wichita #Airbus #Bombardier #avgeek #UK\xe2\x80\xa6 https://t.co/lhxRcUGauv',
93,airworldtoday,2017-12-07,airworldtoday,0,4,0,b'#AirWorldToday: AeroM?xico considering CSeries jets for fleet renewal https://t.co/z7DvFTCsbO',"London, UK"
142,Roger_ramjet1,2017-12-07,Twitter for iPhone,0,2,0,"b'RT @sylvainfaust: @AviationWeek You are missing the point, #Canada do not want #F35... all contracts going to #Europe now... thanks to kill\xe2\x80\xa6'",belfast  montreal & toronto
101,AndreAllard1,2017-12-07,Twitter Web Client,1,0,0,b'Delta\xe2\x80\x99s plan B for the C Series https://t.co/wjDmxYBPaN #cseries #delta #boeing #bombardir #westjet',"Calixa-Lavallée, Québec"
142,sylvainfaust,2017-12-07,Twitter for iPad,0,2,0,"b'RT @sylvainfaust: @AviationWeek You are missing the point, #Canada do not want #F35... all contracts going to #Europe now... thanks to kill\xe2\x80\xa6'",
142,sylvainfaust,2017-12-07,Twitter for iPad,4,2,0,"b'@AviationWeek You are missing the point, #Canada do not want #F35... all contracts going to #Europe now... thanks t\xe2\x80\xa6 https://t.co/N5yoOmQE1B'",
110,Mairead_Lavery,2017-12-07,Twitter for iPhone,2,1,1,b'Great sound bite from my friend @SylvainLevesq14 @Bombardier awesome aircraft #CSeries https://t.co/guPBoPcAcG',"Ottawa, Ontario"
112,EmbraerNews,2017-12-07,Embraer News,0,0,0,"b""Aeromexico eyes #Delta's CSeries jet order amid US trade spat: sources - @InvestingCom : https://t.co/lrv6wMIRiT""",Brazil
145,vasilrambi,2017-12-07,Twitter for BlackBerry,0,5,1,"b""RT @Delta_Pops: Here's @airBaltic's CS300 YL-CSA\nA really nice looking aircraft, don't you think?  \xf0\x9f\x98\x80\n#CSeries #BBD_Aircraft #avgeek https:/\xe2\x80\xa6""","Richmond Hill, Toronto & Montréal "
145,Kitahbangkok,2017-12-07,Twitter for Android,0,5,1,"b""RT @Delta_Pops: Here's @airBaltic's CS300 YL-CSA\nA really nice looking aircraft, don't you think?  \xf0\x9f\x98\x80\n#CSeries #BBD_Aircraft #avgeek https:/\xe2\x80\xa6""","Bangkok, Thailand"
145,PlaneSpotIsCool,2017-12-07,PlaneSpotterRetweet,0,5,1,"b""RT @Delta_Pops: Here's @airBaltic's CS300 YL-CSA\nA really nice looking aircraft, don't you think?  \xf0\x9f\x98\x80\n#CSeries #BBD_Aircraft #avgeek https:/\xe2\x80\xa6""",Worldwide
142,Delta_Pops,2017-12-07,Twitter Web Client,34,5,1,"b""Here's @airBaltic's CS300 YL-CSA\nA really nice looking aircraft, don't you think?  \xf0\x9f\x98\x80\n#CSeries #BBD_Aircraft #avgeek https://t.co/YNAFj4ZncW""",North Pennines. England. U.K.
142,bouroux,2017-12-07,Twitter Web Client,0,3,1,b'RT @theFliegerFaust: In Flight Now #Korean Air First #CSeries MSN 55018 Shakedown flight before  Client Acceptance flight - Working on a 20\xe2\x80\xa6',Montreal  Canada
113,jetdriverman,2017-12-07,Twitter Web Client,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/SCJ8Mi1ORt via @YahooFinance""",
142,reid_henry,2017-12-07,Twitter for iPhone,0,9,0,"b'RT @Mark3Ds: Headline shd read: ""#Boeing dispute with #Bombardier #CSeries threatens #SuperHornet sale to Canada"" #RCAF #NAFTA @HarjitSajja\xe2\x80\xa6'","Calgary, Alberta, Canada"
136,SpeedBird_NCL,2017-12-07,Hootsuite,1,0,0,b'German cartel office approves Airbus deal to buy C-Series - Reuters:\nhttps://t.co/1nj4nnErKy\n#Aviation #Aircraft https://t.co/W8f6kIhgeC',Worldwide
142,dalightsout,2017-12-07,Twitter Lite,2,0,1,"b""@Reuters Bring it on. Boeing is responsible for this mess by asking for increased duties when they don't even compe\xe2\x80\xa6 https://t.co/eeaQXByabb""",
142,sylvainfaust,2017-12-07,Twitter for iPad,0,1,1,"b'RT @theFliegerFaust: #CSeries Delivery Update and the Famous ""Little"" part of Fuselage made in #China @LeehamNews @FG_STrim @airinsight @La\xe2\x80\xa6'",
142,sylvainfaust,2017-12-07,Twitter for iPad,0,3,1,b'RT @theFliegerFaust: In Flight Now #Korean Air First #CSeries MSN 55018 Shakedown flight before  Client Acceptance flight - Working on a 20\xe2\x80\xa6',
142,sylvainfaust,2017-12-07,Twitter for iPad,0,2,1,b'RT @sylvainfaust: Big Brother @KoreanAir_KE #A380 Meeting in Fligh with new smaller brother #KAL #CSeries #CS300.   #Airbus #Bombardier #av\xe2\x80\xa6',
141,sylvainfaust,2017-12-07,Twitter for iPad,0,0,-1,b'@Mark3Ds @NickVanPraet Hard to compare the #C919 with #CS100 or #CS300 #Cseries... #Airbus #A320NEO maybe... still\xe2\x80\xa6 https://t.co/CrDyYAWNGN',
142,VicS95836264,2017-12-07,Twitter Web Client,0,2,0,b'RT @huskies626575: #Delta marking positions at #JFK as though the #Bombardier #CSeries was already part of the fleet. https://t.co/fR1jLebz\xe2\x80\xa6',Somewhere in the huge universe
142,Mark3Ds,2017-12-06,Twitter Web Client,1,0,0,"b'@HarjitSajjan @cafreeland @ValerieInsinna Keep in mind #Delta will have #Bombardier #CSeries--#Delta, #WestJet sign\xe2\x80\xa6 https://t.co/poKx5Wjwt1'","Ottawa, Ontario"
142,rocketPower,2017-12-06,Twitter for Android,0,2,0,"b'RT @PierreBus380: We keep focusing on the #CSeries, but @Bombardier is cranking out a LOT of business jets. Just need to find the next leap\xe2\x80\xa6'","Nagoya-shi, Aichi, Japan"
170,dpreston2020,2017-12-06,Twitter for Android,1,0,0,b'@Austal_USA \xe2\x98\x91\xef\xb8\x8f\n@Airbus \xe2\x98\x91\xef\xb8\x8f\n@Walmart \xe2\x98\x91\xef\xb8\x8f\n@amazon \xe2\x98\x91\xef\xb8\x8f\n@SSAB_AB \xe2\x98\x91\xef\xb8\x8f\n@Bombardier #CSeries \xe2\x98\x91\xef\xb8\x8f\n@Toyota &amp; @MazdaUSA -Maybe\n\nWh\xe2\x80\xa6 https://t.co/diYPQB6RFD',"Mobile, AL"
104,EmbraerNews,2017-12-06,Embraer News,0,0,0,"b""Aeromexico eyes #Delta's CSeries jet order amid U.S. trade spat ... - @Reuters : https://t.co/yMy4l68Q6C""",Brazil
96,SriReko64,2017-12-06,Twitter Web Client,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat - Reuters https://t.co/CALUypKCKO""",
142,AirplaneGuy2013,2017-12-06,Twitter Web Client,0,2,1,b'RT @sylvainfaust: Big Brother @KoreanAir_KE #A380 Meeting in Fligh with new smaller brother #KAL #CSeries #CS300.   #Airbus #Bombardier #av\xe2\x80\xa6',Flight Operations Center
142,WeAreFINN,2017-12-06,Twitter for iPhone,0,1,0,b'RT @Grandpois: @Bombardier  CSeries a threat or opportunity to @embraer ? CEO John Slattery shares his hopes and fears https://t.co/nAcesyt\xe2\x80\xa6',
111,NewsBoeing,2017-12-06,Boeing News,0,0,0,"b""Aeromexico eyes #Delta's CSeries jet order amid US trade spat: sources - @TODAYonline : https://t.co/a7PmaCUhPf""",KBFI
127,Grandpois,2017-12-06,Twitter for iPhone,0,1,0,b'@Bombardier  CSeries a threat or opportunity to @embraer ? CEO John Slattery shares his hopes and fears https://t.co/nAcesytNWg',London
110,EmbraerNews,2017-12-06,Embraer News,0,0,0,"b""Aeromexico eyes #Delta's CSeries jet order amid US trade spat: sources - @Reuters UK : https://t.co/BWgMwLmr7j""",Brazil
136,Mark3Ds,2017-12-06,Twitter Web Client,0,0,0,b'Looks like any #China market for #Bombardier #CSeries flying away--#COMAC #C919 #Airbus @NickVanPraet #airliners https://t.co/Kqyeu9AcGy',"Ottawa, Ontario"
132,sylvainfaust,2017-12-06,Twitter Web Client,3,2,1,b'Big Brother @KoreanAir_KE #A380 Meeting in Fligh with new smaller brother #KAL #CSeries #CS300.   #Airbus\xe2\x80\xa6 https://t.co/Wrs9wBK1f0',
131,paulvieira,2017-12-06,TweetDeck,0,0,0,"b'Aeromexico, Delta in talks over CSeries purchases in effort to skirt 300% duties on Bombardier aircraft,\xe2\x80\xa6 https://t.co/oq338XxkJY'","ÜT: 45.417221,-75.677044"
142,theFliegerFaust,2017-12-06,Twitter Web Client,11,3,1,b'In Flight Now #Korean Air First #CSeries MSN 55018 Shakedown flight before  Client Acceptance flight - Working on a\xe2\x80\xa6 https://t.co/f4hiElwfCt',
142,AirplaneGuy2013,2017-12-06,Twitter for Android,0,2,0,b'RT @theFliegerFaust: #Delta and #WestJet propose joint business for cross-border flights - Flightglobal When is #Porter flying #CSeries fro\xe2\x80\xa6',Flight Operations Center
142,theFliegerFaust,2017-12-06,Twitter Web Client,0,1,0,b'RT @sylvainfaust: In Flight Now #KAL #KoreanAir #CSeries MSN 55018 Shakedown flight before a client acceptance flight.   #avgeek #Bombardie\xe2\x80\xa6',
137,sylvainfaust,2017-12-06,Twitter Web Client,1,1,0,b'In Flight Now #KAL #KoreanAir #CSeries MSN 55018 Shakedown flight before a client acceptance flight.   #avgeek\xe2\x80\xa6 https://t.co/ktgtuXgKAh',
86,rickym915,2017-12-06,Twitter for iPhone,0,6,0,b'RT @Bombardier: At the world\xe2\x80\x99s edge. #WingWednesday #CSeries https://t.co/pX1Az8PLfc',
142,sylvainfaust,2017-12-06,Twitter Web Client,0,2,0,b'RT @theFliegerFaust: #Delta and #WestJet propose joint business for cross-border flights - Flightglobal When is #Porter flying #CSeries fro\xe2\x80\xa6',
141,theFliegerFaust,2017-12-06,Twitter Web Client,2,2,0,b'#Delta and #WestJet propose joint business for cross-border flights - Flightglobal When is #Porter flying #CSeries\xe2\x80\xa6 https://t.co/pp5xELphCy',
122,NewsBoeing,2017-12-06,Boeing News,0,0,0,"b""Aeromexico eyes #Delta's CSeries jet order amid US trade spat: sources - https://t.co/YALR1mJVlJ : https://t.co/13RqO2i7Xh""",KBFI
86,AdamJacquesTCS,2017-12-06,Twitter Web Client,0,6,0,b'RT @Bombardier: At the world\xe2\x80\x99s edge. #WingWednesday #CSeries https://t.co/pX1Az8PLfc',"Ottawa, Ontario"
141,bouroux,2017-12-06,Twitter Web Client,0,1,0,b'RT @sylvainfaust: #CSeries #airBaltic msn 55016 last pre-delivery test flight today? #Bombardier Look on #flightradar24 for flight #BBA536\xe2\x80\xa6',Montreal  Canada
142,bouroux,2017-12-06,Twitter Web Client,0,5,0,b'RT @sylvainfaust: #German Cartel Office Approves #Airbus Deal to Buy #CSeries. \n#germany #aviation #bombardier $bbd.b.ca $bdrbf #airline #l\xe2\x80\xa6',Montreal  Canada
142,mschryer,2017-12-06,Twitter Web Client,0,2,0,"b'RT @PierreBus380: We keep focusing on the #CSeries, but @Bombardier is cranking out a LOT of business jets. Just need to find the next leap\xe2\x80\xa6'",
86,boucher_laureat,2017-12-06,Twitter Web Client,0,6,0,b'RT @Bombardier: At the world\xe2\x80\x99s edge. #WingWednesday #CSeries https://t.co/pX1Az8PLfc',
146,dpreston2020,2017-12-06,Twitter for Android,4,0,1,"b'So @Airbus &amp; @Bombardier #CSeries is coming to Mobile, @leonardo_live possibly coming to #Tuskegee and they just go\xe2\x80\xa6 https://t.co/Hm6AnBT8UZ'","Mobile, AL"
138,Mark3Ds,2017-12-06,Twitter Web Client,0,0,0,b'@HarjitSajjan @cafreeland @ValerieInsinna @NavdeepSBains @DaveMajumdar @drfarls @NoradNorthcom @ThielsChristian\xe2\x80\xa6 https://t.co/ZxlcnH9mSg',"Ottawa, Ontario"
142,NewsBoeing,2017-12-06,Boeing News,0,0,0,"b""UPDATE 1-Aeromexico eyes #Delta's CSeries jet order amid US trade spat -sources (AEROMEX*, BBD., DAL, BA ... - Mark\xe2\x80\xa6 https://t.co/HaQdIt3tnn""",KBFI
86,AJtheAviator,2017-12-06,Twitter for iPhone,0,6,0,b'RT @Bombardier: At the world\xe2\x80\x99s edge. #WingWednesday #CSeries https://t.co/pX1Az8PLfc',"San Diego, CA"
70,Bombardier,2017-12-06,Radian6 -Social Media Management,46,6,0,b'At the world\xe2\x80\x99s edge. #WingWednesday #CSeries https://t.co/pX1Az8PLfc',Global
142,PierreBus380,2017-12-06,Twitter Web Client,6,2,0,"b'We keep focusing on the #CSeries, but @Bombardier is cranking out a LOT of business jets. Just need to find the nex\xe2\x80\xa6 https://t.co/t1FaDrl4RA'",
146,PierreBus380,2017-12-06,Twitter Web Client,1,0,0,b'Aeromexico is the plan B for the Delta #CSeries 2018 deliveries.\nDelta owns 37% of Aeromexico &amp; has options to go t\xe2\x80\xa6 https://t.co/exwhgeaxZ2',
142,AirplaneGuy2013,2017-12-06,Twitter for Android,0,4,1,b'RT @theFliegerFaust: #FACC Wins Additional Order for #Bombardier #CSeries.   #avgeek #aviation #austria #leonardo #aerospace #europe #airbu\xe2\x80\xa6',Flight Operations Center
142,AirplaneGuy2013,2017-12-06,Twitter for Android,0,5,0,b'RT @sylvainfaust: #German Cartel Office Approves #Airbus Deal to Buy #CSeries. \n#germany #aviation #bombardier $bbd.b.ca $bdrbf #airline #l\xe2\x80\xa6',Flight Operations Center
94,mvern2,2017-12-06,Twitter Web Client,0,0,0,"b""Aeromexico eyes Delta's CSeries jet order amid U.S. trade spat: Report https://t.co/Nmp0rIQEv2""","Toronto, Ontario, Canada"
137,sylvainfaust,2017-12-06,Twitter Web Client,5,1,-1,b'#CSeries #airBaltic msn 55016 last pre-delivery test flight today? #Bombardier Look on #flightradar24 for flight #BBA536 in a few minutes',
142,KoePet58,2017-12-06,Twitter for iPhone,0,1,1,"b'RT @vl_bryan: German cartel office clears #Airbus buy of #CSeries . Comments ""CSeries has a strong position worldwide in the 100-150 seat c\xe2\x80\xa6'",
141,Vanmacguy,2017-12-06,Twitter for iPad,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'","Burnaby, British Columbia CA"
142,commentor2013,2017-12-06,Twitter for Android,0,0,1,b'Canada scraps plan to buy Boeing fighters amid trade dispute. The plan not to buy 18 @Boeing Super Hornet fighter j\xe2\x80\xa6 https://t.co/JV8rNaIQP0',"Montréal, Québec"
142,Paolo_Pilot,2017-12-06,Twitter Lite,0,5,0,b'RT @sylvainfaust: #German Cartel Office Approves #Airbus Deal to Buy #CSeries. \n#germany #aviation #bombardier $bbd.b.ca $bdrbf #airline #l\xe2\x80\xa6',"Dublin City, Ireland"
142,theFliegerFaust,2017-12-06,Twitter for iPad,0,5,0,b'RT @sylvainfaust: #German Cartel Office Approves #Airbus Deal to Buy #CSeries. \n#germany #aviation #bombardier $bbd.b.ca $bdrbf #airline #l\xe2\x80\xa6',
136,sylvainfaust,2017-12-06,Twitter for iPad,14,5,0,b'#German Cartel Office Approves #Airbus Deal to Buy #CSeries. \n#germany #aviation #bombardier $bbd.b.ca $bdrbf\xe2\x80\xa6 https://t.co/cHpTUGB7sa',
142,PlaneSpotIsCool,2017-12-06,PlaneSpotterRetweet,0,4,1,b'RT @theFliegerFaust: #FACC Wins Additional Order for #Bombardier #CSeries.   #avgeek #aviation #austria #leonardo #aerospace #europe #airbu\xe2\x80\xa6',Worldwide
142,dadriks,2017-12-06,Twitter Web Client,0,4,1,b'RT @theFliegerFaust: #FACC Wins Additional Order for #Bombardier #CSeries.   #avgeek #aviation #austria #leonardo #aerospace #europe #airbu\xe2\x80\xa6',
142,vl_bryan,2017-12-06,TweetDeck,0,1,1,"b'German cartel office clears #Airbus buy of #CSeries . Comments ""CSeries has a strong position worldwide in the 100-\xe2\x80\xa6 https://t.co/bgyjYLxoJD'",
138,theFliegerFaust,2017-12-06,Twitter for iPad,7,4,1,b'#FACC Wins Additional Order for #Bombardier #CSeries.   #avgeek #aviation #austria #leonardo #aerospace #europe\xe2\x80\xa6 https://t.co/b9axLMxffq',
142,avgeekretweeter,2017-12-06,RoundTeam,0,4,1,b'RT @sylvainfaust: #FACC Wins Additional Order for #Bombardier #CSeries.   #avgeek #aviation #austria #leonardo #aerospace #europe #airbus #\xe2\x80\xa6',Read our daily updates at:
138,sylvainfaust,2017-12-06,Twitter for iPad,4,4,1,b'#FACC Wins Additional Order for #Bombardier #CSeries.   #avgeek #aviation #austria #leonardo #aerospace #europe\xe2\x80\xa6 https://t.co/rizTFK3gHk',
141,draagoos,2017-12-06,Twitter for iPhone,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'",Somewhere in North
120,derekdavidfost1,2017-12-06,Twitter Lite,0,5,0,b'RT @GayePartridge: Please sign our petition to have the tariff removed from the cseries aircraft https://t.co/70cajbtY5r',UK/Spain/Gibraltar
120,seafarer1847,2017-12-06,Twitter for iPhone,0,5,0,b'RT @GayePartridge: Please sign our petition to have the tariff removed from the cseries aircraft https://t.co/70cajbtY5r',"Ubiquitous - NZ, SIAM & UK"
120,Kilsally,2017-12-06,Hootsuite,0,5,0,b'RT @GayePartridge: Please sign our petition to have the tariff removed from the cseries aircraft https://t.co/70cajbtY5r',"Co Tyrone, N Ireland, UK"
144,keletkezes,2017-12-06,Twitter Web Client,0,3,-1,b'RT @TheWoracle: If @Boeing had taken international trade rules route on CSeries this would be sad. It didn\xe2\x80\x99t. Canada drops F/A-18E/F https:\xe2\x80\xa6',"Dunkirk, Nottingham, UK"
142,reeko19,2017-12-06,Twitter for iPhone,0,2,1,"b'RT @sylvainfaust: #CSeries #Bombardier and the Famous ""Little"" part of Fuselage made in #China.\n#Q400 #cdnpoli #polqc #Boeing #Airbus #NAFT\xe2\x80\xa6'","Ballyclare, Northern Ireland"
142,cristianedupino,2017-12-06,Twitter for iPhone,0,4,0,"b""RT @mixner3: #Aeromexico eyes #Delta's CSeries jet order amid U.S. trade spat: sources https://t.co/PWtYsfc72R #avgeek https://t.co/MZ5iRXa\xe2\x80\xa6""",France
142,AleksGee,2017-12-06,Twitter Lite,0,2,1,"b'RT @sylvainfaust: #CSeries #Bombardier and the Famous ""Little"" part of Fuselage made in #China.\n#Q400 #cdnpoli #polqc #Boeing #Airbus #NAFT\xe2\x80\xa6'","Nairobi,Kenya"
141,christian3804,2017-12-06,Twitter for Android,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'",
108,mfdmdz,2017-12-06,Twitter for iPhone,0,2,1,"b""RT @OlivierMarcil: To read : good article about #Boeing's twisted arguments #CSeries https://t.co/lmmMC5g6JT""","Montréal, Québec"
142,avgeekretweeter,2017-12-06,RoundTeam,0,3,1,b'RT @jenkspl64: #Boeing comical ill-fated strategy to crush the #Bombardier #CSeries backfires once more with Canada not buying $6billion of\xe2\x80\xa6',Read our daily updates at:
141,AllAboutTheDivi,2017-12-06,Twitter for Android,0,13,1,"b'RT @ReutersMontreal: #Canada scraps plan to buy 18 new Boeing fighter jets, amid deepening trade dispute over Bombardier #CSeries: sources\xe2\x80\xa6'","Ontario, Canada"
142,PlaneSpotIsCool,2017-12-06,PlaneSpotterRetweet,0,3,1,b'RT @jenkspl64: #Boeing comical ill-fated strategy to crush the #Bombardier #CSeries backfires once more with Canada not buying $6billion of\xe2\x80\xa6',Worldwide
112,AvOutlook,2017-12-06,WordPress.com,0,0,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid U.S. trade spat https://t.co/2jNYUBkXfc https://t.co/1yFDoBX4n9',United States
112,aerodesh,2017-12-06,WordPress.com,0,0,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid U.S. trade spat https://t.co/VyOjTWScrt https://t.co/BivmGX3W7t',
112,dipeshdhital,2017-12-06,WordPress.com,0,0,0,b'Aeromexico eyes Delta\xe2\x80\x99s CSeries jet order amid U.S. trade spat https://t.co/WVc2gCaNFx https://t.co/1pYoMYOZAz',"San Diego, CA"
142,jenkspl64,2017-12-06,Twitter Web Client,1,3,1,b'#Boeing comical ill-fated strategy to crush the #Bombardier #CSeries backfires once more with Canada not buying $6b\xe2\x80\xa6 https://t.co/nfy2La3dWw',The Dry Continent
108,bouroux,2017-12-06,Twitter Web Client,0,2,1,"b""RT @OlivierMarcil: To read : good article about #Boeing's twisted arguments #CSeries https://t.co/lmmMC5g6JT""",Montreal  Canada
116,bouroux,2017-12-06,Twitter Web Client,0,1,0,b'RT @caribb: I\xe2\x80\x99d prefer a #CSeries (or A320NEO) thank you #boeing #americanairlines #airbus https://t.co/128sFSYLjP',Montreal  Canada
111,cortharis,2017-12-06,Twitter for BlackBerry,1,0,1,b'@CalvinSwine905 @nationalpost So it would be better to support a company that blocked CSeries sales in America?',
